timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-01-06T15:14:36,codecarbon,0397edbe-4280-4005-a29c-fd4bdf7a9b13,0.1800153255462646,5.09152004186797e-07,2.828381431646179e-06,22.5,0.0,5.930816173553467,1.1188387870788573e-06,0,2.742776174740887e-07,1.393116404552946e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T15:15:46,codecarbon,5816ed1d-b032-4629-9002-b4c67ee4cf94,0.1607959270477295,4.538624144705348e-07,2.82259894764507e-06,22.5,0.0,5.930816173553467,9.987384080886842e-07,0,2.43097369458288e-07,1.241835777546972e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T15:15:58,codecarbon,62eb5b4d-849d-4316-bbc2-7d151bbdc803,0.2216417789459228,6.231409867054229e-07,2.811478005946973e-06,22.5,0.0,5.930816173553467,1.378922164440155e-06,0,3.260852278319248e-07,1.7050073922720798e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T15:18:08,codecarbon,04913b10-18de-4800-8c82-bebf39014734,0.2752938270568847,7.840001036865619e-07,2.847866630603968e-06,22.5,0.0,5.930816173553467,1.7143532633781433e-06,0,4.30788848674221e-07,2.1451421120523643e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T15:18:53,codecarbon,ad8cb1d5-2645-4147-86e4-017db7c1bc12,0.1971855163574218,5.608295844898082e-07,2.844172304588734e-06,22.5,0.0,5.930816173553467,1.226198673248291e-06,0,3.0831535770251625e-07,1.5345140309508071e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T15:19:23,codecarbon,32afec8a-3bc0-4897-bdb8-07c60ae02d95,0.2856607437133789,8.071342264043656e-07,2.8254992825132923e-06,22.5,0.0,5.930816173553467,1.7791584134101868e-06,0,4.2928213525461467e-07,2.208440548664801e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T15:19:49,codecarbon,c4fd5eb5-fddd-409b-8898-b40347079821,0.2511334419250488,7.175938546978504e-07,2.857420537851018e-06,22.5,0.0,5.930816173553467,1.569584012031555e-06,0,3.9386062250864973e-07,1.9634446345402046e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T15:20:11,codecarbon,eb238aec-997f-4f2a-9542-f50c635baaa4,0.2619683742523193,7.44970141833065e-07,2.843740752902998e-06,22.5,0.0,5.930816173553467,1.631288230419159e-06,0,4.0706204013976804e-07,2.038350270558927e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T15:20:43,codecarbon,5dae3fa0-514f-467f-b56a-0301988f3bd4,0.2808835506439209,8.00579522946058e-07,2.850218608781977e-06,22.5,0.0,5.930816173553467,1.7492234706878665e-06,0,4.4128242420034293e-07,2.1905058948882094e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T15:23:34,codecarbon,72e79fd1-5a68-4e8d-befa-4e2d2764678a,0.1583640575408935,4.491262629008773e-07,2.836036597413537e-06,22.5,0.0,5.930816173553467,9.837716817855831e-07,0,2.4510527326460384e-07,1.2288769550501873e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T15:24:07,codecarbon,f33e4450-cb04-4b7b-943d-b5a8a90fb249,6.288891315460205,1.8142872421712102e-05,2.8849079291783648e-06,22.5,0.0,5.930816173553467,3.929931968450546e-05,0,1.034230597651316e-05,4.964162566101862e-05,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T17:38:18,codecarbon,05a4a946-0e21-49c2-8831-4af524af8bbc,5.659610033035278,1.632783925401134e-05,2.884976024621017e-06,22.5,0.0,5.930816173553467,3.53663221001625e-05,0,9.309100030399312e-06,4.467542213056181e-05,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T17:40:07,codecarbon,dee62bc5-776c-4a18-aebb-449585b06b36,5.807504177093506,1.6755386015701078e-05,2.885126812614138e-06,22.5,0.0,5.930816173553467,3.629086166620255e-05,0,9.55439266088528e-06,4.5845254327087824e-05,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T17:40:22,codecarbon,46ccb7a2-b32e-4edd-b5fa-d8038516934a,5.408602476119995,1.560336044976959e-05,2.884915376691369e-06,22.5,0.0,5.930816173553467,3.379751145839691e-05,0,8.895627780924827e-06,4.269313923932174e-05,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T18:25:43,codecarbon,32ff938a-c310-444f-a947-8953e4bc9050,30.335017919540405,8.753800890278361e-05,2.8857081652289285e-06,22.5,0.0,5.930816173553467,0.0001895813986659,0,4.993574989004685e-05,0.0002395171485559,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-06T18:27:11,codecarbon,6364f214-9059-46d1-a38b-0ebeb8dad7fd,54.42038297653198,0.0001570504611595,2.885875706300314e-06,22.5,0.0,5.930816173553467,0.0003401148721575,0,8.95987928871017e-05,0.0004297136650446,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-07T13:50:07,codecarbon,551e97b5-d32a-4bdb-b383-d46c3acaec6b,0.2358696460723877,6.715297052149291e-07,2.8470374056051225e-06,22.5,0.0,5.930816173553467,1.461996138095856e-06,0,3.754100604198622e-07,1.837406198515718e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-07T13:52:48,codecarbon,8f5482d0-a6eb-45b8-8cba-4429eade1047,0.229663610458374,6.558989139415585e-07,2.85591135936809e-06,22.5,0.0,5.930816173553467,1.42945796251297e-06,0,3.65180041907441e-07,1.7946380044204108e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-07T13:53:44,codecarbon,ee97523a-c323-4e4c-869e-01e59324f7da,0.1957902908325195,5.581761933249445e-07,2.8508880136574934e-06,22.5,0.0,5.930816173553467,1.2176498770713805e-06,0,3.096040768708501e-07,1.5272539539422305e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-08T18:25:47,codecarbon,1e0776e9-eb91-4e74-833e-3efac8d599c9,0.5955936908721924,1.7126955104475476e-06,2.875610565886724e-06,22.5,0.0,5.930816173553467,3.716515004634857e-06,0,9.696773151213737e-07,4.68619231975623e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-08T18:26:57,codecarbon,0d337ea5-8a4c-4ab2-a94e-95bf0baed2f7,0.1715562343597412,4.886758195911086e-07,2.848487677611239e-06,22.5,0.0,5.930816173553467,1.0659947991371157e-06,0,2.710956869703788e-07,1.3370904861074945e-06,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-08T18:27:22,codecarbon,291b682c-6579-44b8-a166-eec2d87da413,0.1226372718811035,3.470185384528567e-07,2.82963354557732e-06,22.5,0.0,5.930816173553467,7.599219679832459e-07,0,1.8957290707826739e-07,9.494948750615132e-07,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-01-13T16:31:35,codecarbon,b45b9d74-69fe-4e97-86d3-742917121b6a,1833.6959173679352,0.0052919616592464,2.8859537773539343e-06,22.5,0.0,5.930816173553467,0.0114601877555251,0,0.0030194146797758,0.0144796024353009,Germany,DEU,hesse,,,Windows-10-10.0.22621-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-02-03T11:56:52,codecarbon,43d32ee8-c9a3-46fa-b14d-d71b64cf15b0,0.7183616161346436,2.0659786650713814e-06,2.875959152979232e-06,22.5,0.0,5.930816173553467,4.483497142791748e-06,0,1.1693309833868662e-06,5.652828126178615e-06,Germany,DEU,hesse,,,Windows-10-10.0.22631-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-02-03T20:02:03,codecarbon,dc10fe89-9ebe-455b-b51e-e4f8d9209579,0.6978802680969238,2.006027088310052e-06,2.874457381894982e-06,22.5,0.0,5.930816173553467,4.355520009994507e-06,0,1.1332715919669074e-06,5.488791601961414e-06,Germany,DEU,hesse,,,Windows-10-10.0.22631-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-02-12T18:41:48,codecarbon,34d15aa4-013a-43ca-a0be-b91daa85c19e,0.6599249839782715,1.899328134555535e-06,2.878097027188884e-06,22.5,0.0,5.930816173553467,4.124531149864197e-06,0,1.0723160787043185e-06,5.196847228568515e-06,Germany,DEU,hesse,,,Windows-10-10.0.22631-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-02-12T18:42:08,codecarbon,3c6d29d9-d408-435c-9133-1d326e4fd0f3,0.1639680862426757,4.655625043006373e-07,2.839348283980068e-06,22.5,0.0,5.930816173553467,1.0185435414314269e-06,0,2.553054403119859e-07,1.2738489817434128e-06,Germany,DEU,hesse,,,Windows-10-10.0.22631-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
2024-02-12T18:46:00,codecarbon,75d1730f-5505-4860-a4bb-5b438ab95dc6,0.1690208911895752,4.824163027487956e-07,2.8541815118446728e-06,22.5,0.0,5.930816173553467,1.056380569934845e-06,0,2.6358293734138747e-07,1.3199635072762324e-06,Germany,DEU,hesse,,,Windows-10-10.0.22631-SP0,3.10.11,2.3.1,12,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,,,8.7158,50.5781,15.815509796142578,machine,N,1.0
